ID,frame,coordX,coordY,trackedFor,violationsNumber,avgViolationTime,maxViolationTime
15,1475,417,232,29,1,29.0,29
16,1475,430,332,24,2,12.5,24
0,1500,608,252,60,3,18.333333333333332,45
1,1500,578,238,60,3,17.666666666666668,45
2,1500,626,108,60,2,31.0,59
3,1500,421,243,60,1,30.0,30
4,1500,631,95,60,3,22.0,59
6,1500,397,339,60,2,17.5,25
7,1500,510,345,60,2,29.5,50
10,1500,319,374,55,2,5.5,10
11,1500,418,97,50,0,0,0
12,1500,623,303,50,5,5.2,9
13,1500,503,336,50,2,27.0,50
14,1500,593,287,35,4,6.75,9
15,1500,417,232,30,1,30.0,30
16,1500,430,332,25,2,13.0,25
0,1525,608,247,61,4,14.25,46
1,1525,578,238,61,4,13.75,46
2,1525,626,108,61,2,31.5,60
3,1525,421,243,61,1,31.0,31
4,1525,631,95,61,3,22.333333333333332,60
6,1525,397,339,61,3,12.333333333333334,26
7,1525,511,345,61,2,30.0,51
10,1525,319,374,56,2,5.5,10
11,1525,418,97,51,0,0,0
12,1525,623,303,51,5,5.4,10
13,1525,503,336,51,2,27.5,51
14,1525,593,287,36,4,7.0,10
15,1525,417,232,31,1,31.0,31
16,1525,430,332,26,3,9.333333333333334,26
17,1525,605,225,1,2,1.0,1
18,1525,527,383,1,0,0,0
19,1525,416,340,1,2,1.0,1
0,1550,607,243,62,4,14.75,47
1,1550,578,238,62,4,14.25,47
2,1550,626,108,62,2,32.0,61
3,1550,421,243,62,1,32.0,32
4,1550,631,95,62,3,22.666666666666668,61
6,1550,397,339,62,3,13.0,27
7,1550,512,345,62,3,20.666666666666668,52
10,1550,319,374,57,2,5.5,10
11,1550,417,97,52,0,0,0
12,1550,623,303,52,5,5.6,11
13,1550,502,336,52,2,28.0,52
14,1550,593,288,37,4,7.25,11
15,1550,417,232,32,1,32.0,32
16,1550,430,332,27,3,10.0,27
17,1550,605,218,2,2,2.0,2
18,1550,526,378,2,1,1.0,1
19,1550,416,340,2,2,2.0,2
0,1575,604,239,63,4,15.25,48
1,1575,578,238,63,4,14.5,48
2,1575,626,108,63,2,32.5,62
3,1575,421,243,63,1,33.0,33
4,1575,631,95,63,3,23.0,62
6,1575,397,339,63,3,13.666666666666666,28
7,1575,512,345,63,3,21.333333333333332,53
10,1575,319,374,58,2,5.5,10
11,1575,418,97,53,0,0,0
12,1575,623,302,53,5,5.8,12
13,1575,503,336,53,2,28.5,53
14,1575,593,287,38,4,7.5,12
15,1575,417,232,33,1,33.0,33
16,1575,430,332,28,3,10.666666666666666,28
17,1575,607,211,3,2,2.5,3
18,1575,525,371,3,1,2.0,2
19,1575,416,339,3,2,3.0,3
0,1600,601,236,64,4,15.75,49
1,1600,579,237,64,4,14.75,49
2,1600,626,108,64,2,33.0,63
3,1600,421,243,64,1,34.0,34
4,1600,631,95,64,3,23.333333333333332,63
6,1600,397,339,64,3,14.333333333333334,29
7,1600,512,345,64,3,22.0,54
10,1600,319,374,59,2,5.5,10
11,1600,418,97,54,0,0,0
12,1600,623,303,54,5,6.0,13
13,1600,502,336,54,3,19.666666666666668,54
14,1600,593,286,39,4,7.75,13
15,1600,417,232,34,1,34.0,34
16,1600,430,332,29,3,11.333333333333334,29
17,1600,607,204,4,2,3.0,4
18,1600,523,368,4,2,2.0,3
19,1600,416,339,4,2,4.0,4
0,1625,597,236,65,4,16.0,50
1,1625,579,237,65,4,15.0,50
2,1625,626,108,65,2,33.5,64
3,1625,421,243,65,1,35.0,35
4,1625,631,95,65,3,23.666666666666668,64
6,1625,397,339,65,3,15.0,30
7,1625,512,345,65,3,22.666666666666668,55
10,1625,319,374,60,2,5.5,10
11,1625,417,97,55,0,0,0
12,1625,623,303,55,5,6.2,14
13,1625,503,336,55,3,20.333333333333332,55
14,1625,593,286,40,4,8.0,14
15,1625,417,232,35,1,35.0,35
16,1625,430,332,30,3,12.0,30
17,1625,609,195,5,2,3.0,4
18,1625,521,366,5,2,3.0,4
19,1625,416,339,5,2,5.0,5
0,1650,596,233,66,4,16.25,51
1,1650,579,237,66,4,15.25,51
2,1650,626,108,66,2,34.0,65
3,1650,421,243,66,1,36.0,36
4,1650,631,95,66,3,24.0,65
6,1650,397,339,66,3,15.666666666666666,31
7,1650,512,346,66,3,23.333333333333332,56
10,1650,319,374,61,2,5.5,10
11,1650,418,97,56,0,0,0
12,1650,623,303,56,5,6.4,15
13,1650,502,336,56,3,21.0,56
14,1650,593,287,41,4,8.25,15
15,1650,417,232,36,1,36.0,36
16,1650,430,332,31,3,12.666666666666666,31
17,1650,611,188,6,2,3.0,4
18,1650,521,367,6,2,4.0,5
19,1650,416,339,6,2,6.0,6
20,1650,532,170,1,0,0,0
0,1675,595,231,67,4,16.5,52
1,1675,579,237,67,4,15.5,52
2,1675,626,108,67,2,34.5,66
3,1675,421,243,67,1,37.0,37
4,1675,631,95,67,3,24.333333333333332,66
6,1675,397,339,67,3,16.333333333333332,32
7,1675,512,345,67,3,24.0,57
10,1675,319,374,62,2,5.5,10
11,1675,418,97,57,0,0,0
12,1675,623,303,57,5,6.6,16
13,1675,502,335,57,3,21.666666666666668,57
14,1675,593,286,42,4,8.5,16
15,1675,417,232,37,1,37.0,37
16,1675,430,332,32,3,13.333333333333334,32
17,1675,612,183,7,2,3.0,4
18,1675,521,367,7,2,5.0,6
19,1675,416,339,7,2,7.0,7
20,1675,528,173,2,0,0,0
0,1700,595,231,68,4,16.75,53
1,1700,579,237,68,4,15.75,53
2,1700,626,108,68,2,35.0,67
3,1700,421,243,68,1,38.0,38
4,1700,631,95,68,3,24.666666666666668,67
6,1700,397,339,68,3,17.0,33
7,1700,512,345,68,3,24.666666666666668,58
10,1700,319,374,63,2,5.5,10
11,1700,418,97,58,0,0,0
12,1700,623,303,58,5,6.8,17
13,1700,501,337,58,3,22.333333333333332,58
14,1700,593,287,43,4,8.75,17
15,1700,417,232,38,1,38.0,38
16,1700,430,332,33,3,14.0,33
17,1700,614,177,8,2,3.0,4
18,1700,521,367,8,2,6.0,7
19,1700,416,339,8,2,8.0,8
20,1700,524,177,3,0,0,0
0,1725,595,231,69,4,17.0,54
1,1725,579,237,69,4,16.0,54
2,1725,626,108,69,2,35.5,68
3,1725,421,243,69,1,39.0,39
4,1725,631,95,69,3,25.0,68
6,1725,397,339,69,3,17.666666666666668,34
7,1725,512,345,69,3,25.333333333333332,59
10,1725,319,374,64,2,5.5,10
11,1725,418,97,59,0,0,0
12,1725,623,303,59,5,7.0,18
13,1725,502,337,59,3,23.0,59
14,1725,593,286,44,4,9.0,18
15,1725,417,232,39,1,39.0,39
16,1725,430,332,34,3,14.666666666666666,34
17,1725,616,170,9,2,3.0,4
18,1725,521,366,9,2,7.0,8
19,1725,416,341,9,2,9.0,9
20,1725,520,183,4,0,0,0
0,1750,595,234,70,4,17.25,55
1,1750,579,237,70,4,16.25,55
2,1750,626,108,70,2,36.0,69
3,1750,421,243,70,1,40.0,40
4,1750,631,95,70,3,25.333333333333332,69
6,1750,397,339,70,3,18.333333333333332,35
7,1750,512,345,70,3,26.0,60
10,1750,319,374,65,2,5.5,10
11,1750,418,95,60,0,0,0
12,1750,623,303,60,5,7.2,19
13,1750,501,337,60,3,23.666666666666668,60
14,1750,593,287,45,4,9.25,19
15,1750,417,232,40,1,40.0,40
16,1750,430,332,35,3,15.333333333333334,35
17,1750,618,163,10,2,3.0,4
18,1750,521,366,10,2,8.0,9
19,1750,416,342,10,2,10.0,10
20,1750,518,189,5,0,0,0
0,1775,590,236,71,4,17.5,56
1,1775,579,237,71,4,16.5,56
2,1775,626,108,71,2,36.5,70
3,1775,421,243,71,1,41.0,41
4,1775,631,95,71,3,25.666666666666668,70
6,1775,397,338,71,3,19.0,36
7,1775,512,346,71,3,26.666666666666668,61
10,1775,319,374,66,2,5.5,10
11,1775,420,93,61,0,0,0
12,1775,623,303,61,5,7.4,20
13,1775,501,337,61,3,24.333333333333332,61
14,1775,593,286,46,4,9.5,20
15,1775,417,232,41,1,41.0,41
16,1775,430,332,36,3,16.0,36
17,1775,621,157,11,2,3.0,4
18,1775,521,366,11,2,9.0,10
19,1775,417,343,11,2,11.0,11
20,1775,514,198,6,1,1.0,1
21,1775,532,184,1,1,1.0,1
0,1800,586,237,72,4,17.75,57
1,1800,580,236,72,4,16.75,57
2,1800,626,108,72,2,37.0,71
3,1800,421,243,72,1,42.0,42
4,1800,631,95,72,3,26.0,71
6,1800,397,338,72,3,19.666666666666668,37
7,1800,512,345,72,3,27.333333333333332,62
10,1800,319,374,67,2,5.5,10
11,1800,422,89,62,0,0,0
12,1800,623,303,62,5,7.6,21
13,1800,501,337,62,3,25.0,62
14,1800,593,287,47,4,9.75,21
15,1800,417,232,42,1,42.0,42
16,1800,430,332,37,3,16.666666666666668,37
17,1800,623,150,12,2,3.0,4
18,1800,521,366,12,2,10.0,11
19,1800,416,343,12,2,12.0,12
20,1800,512,204,7,1,2.0,2
21,1800,529,186,2,1,2.0,2
